Report,Province / area,Local government unit,Row type,Source locator,Population 2024,Barangays (as annexed),Barangays with a first-contact facility (as annexed),Barangays without a first-contact facility (as annexed),Rural health units (as annexed),Barangay health stations,Hospitals,Licensed beds,FIC %,FBD %,TB CNR,TB detection %,PhilPEN %,Stunting %,Population per RHU as printed,LIVE  Population per RHU,LIVE  Variance vs printed,LIVE  RHUs implied at the catchment standard (nearest),LIVE  RHU shortfall (nearest),LIVE  Above the catchment standard,LIVE  Barangays with a facility,LIVE  Barangay coverage share,"LIVE  Beds per 1,000 residents",Basis and caveat,LIVE  RHUs implied (rounded up),LIVE  RHU shortfall (rounded up),municipality_key,province_key,centroid_lat,centroid_lon,psgc_code,network_id,coordinate_precision,pathway_condition,pathway_condition_reason,pathway_counting_metric,pathway_condition_caveat,first_contact_nodes,unserved_barangays,first_contact_answer,nearest_referral_id,nearest_referral_lgu,nearest_referral_report,nearest_referral_distance_km,referral_answer,payment_answer,record_answer,referral_completion_answer
MDN,Maguindanao del Norte,Matanog,LGU,MDN · ANNEX A · §A · p. 41,41146,8,,1.0,1,7,0.0,,50.4,63.5,147.6,23.6,0.79,2.84,41146.0,41146.0,0.0,2,1,Yes,7,0.875,,'Without a facility' = barangays with no registered barangay health station. Cotabato City is shown for reference and is not a component LGU of the province.,3,2,MATANOG,MAGUINDANAODELNORTE,7.483369040500037,124.24476476414584,1908707000.0,MDN::MATANOG,Municipality representative point,adult blood-pressure or diabetes risk,PhilPEN risk assessment is 0.8% against the regional monitoring target of 25%.,0.8% of adults 20+ risk-assessed,"PhilPEN screening is a counting signal, not a measured hypertension or diabetes prevalence.",8,1.0,"The current records show 8 places for a resident's first health visit: 1 Rural Health Unit and 7 Barangay Health Stations. One barangay has no facility matched to it in the current source layer. Residents may need to use a nearby barangay, outreach services, or another local arrangement; this must be confirmed locally.",MDN::PARANG,Parang,MDN,10.6,"If the case needs care beyond first contact, the closest mapped municipality with a recorded hospital is Parang, about 10.6 km away by straight-line representative distance. This is not a travel-time route and must be checked against the local referral network.","The province has accredited institutions, but Konsulta/YAKAP and claims use are not disaggregated to the LGU pathway in the workbook.","FHSIS is the strongest among the four areas but still incomplete: 7 of 11 assessed units submit fully on time, and every assessed unit has data-quality issues.",No referral-completion observations are recorded in the consolidated regional workbook; the pathway cannot confirm arrival or feedback.
MDN,Maguindanao del Norte,Datu Blah T. Sinsuat,LGU,MDN · ANNEX A · §A · p. 41,32088,13,,3.0,1,10,0.0,,41.2,24.0,70.9,11.3,3.39,11.34,32088.0,32088.0,0.0,2,1,Yes,10,0.7692307692,,'Without a facility' = barangays with no registered barangay health station. Cotabato City is shown for reference and is not a component LGU of the province.,2,1,DATUBLAHTSINSUAT,MAGUINDANAODELNORTE,6.925501315000048,124.00476686020444,1908704000.0,MDN::DATUBLAHTSINSUAT,Municipality representative point,adult blood-pressure or diabetes risk,PhilPEN risk assessment is 3.4% against the regional monitoring target of 25%.,3.4% of adults 20+ risk-assessed,"PhilPEN screening is a counting signal, not a measured hypertension or diabetes prevalence.",11,3.0,"The current records show 11 places for a resident's first health visit: 1 Rural Health Unit and 10 Barangay Health Stations. 3 barangays have no facility matched to them in the current source layer. Residents may need to use a nearby barangay, outreach services, or another local arrangement; this must be confirmed locally.",MDN::UPI,Upi,MDN,9.7,"If the case needs care beyond first contact, the closest mapped municipality with a recorded hospital is Upi, about 9.7 km away by straight-line representative distance. This is not a travel-time route and must be checked against the local referral network.","The province has accredited institutions, but Konsulta/YAKAP and claims use are not disaggregated to the LGU pathway in the workbook.","FHSIS is the strongest among the four areas but still incomplete: 7 of 11 assessed units submit fully on time, and every assessed unit has data-quality issues.",No referral-completion observations are recorded in the consolidated regional workbook; the pathway cannot confirm arrival or feedback.
MDN,Maguindanao del Norte,Kabuntalan,LGU,MDN · ANNEX A · §A · p. 41,31863,17,,8.0,1,10,0.0,,85.3,69.6,122.2,19.6,0.43,11.56,31863.0,31863.0,0.0,2,1,Yes,9,0.5294117647,,'Without a facility' = barangays with no registered barangay health station. Cotabato City is shown for reference and is not a component LGU of the province.,2,1,KABUNTALAN,MAGUINDANAODELNORTE,7.121290510000051,124.35897079395627,1908706000.0,MDN::KABUNTALAN,Municipality representative point,adult blood-pressure or diabetes risk,PhilPEN risk assessment is 0.4% against the regional monitoring target of 25%.,0.4% of adults 20+ risk-assessed,"PhilPEN screening is a counting signal, not a measured hypertension or diabetes prevalence.",11,8.0,"The current records show 11 places for a resident's first health visit: 1 Rural Health Unit and 10 Barangay Health Stations. 8 barangays have no facility matched to them in the current source layer. Residents may need to use a nearby barangay, outreach services, or another local arrangement; this must be confirmed locally.",MDN::DATUODINSINSUAT,Datu Odin Sinsuat,MDN,8.7,"If the case needs care beyond first contact, the closest mapped municipality with a recorded hospital is Datu Odin Sinsuat, about 8.7 km away by straight-line representative distance. This is not a travel-time route and must be checked against the local referral network.","The province has accredited institutions, but Konsulta/YAKAP and claims use are not disaggregated to the LGU pathway in the workbook.","FHSIS is the strongest among the four areas but still incomplete: 7 of 11 assessed units submit fully on time, and every assessed unit has data-quality issues.",No referral-completion observations are recorded in the consolidated regional workbook; the pathway cannot confirm arrival or feedback.
MDN,Maguindanao del Norte,Sultan Mastura,LGU,MDN · ANNEX A · §A · p. 41,30828,13,,0.0,1,13,0.0,,72.6,98.0,303.6,48.6,9.51,18.4,30828.0,30828.0,0.0,2,1,Yes,13,1.0,,'Without a facility' = barangays with no registered barangay health station. Cotabato City is shown for reference and is not a component LGU of the province.,2,1,SULTANMASTURA,MAGUINDANAODELNORTE,7.295495301000045,124.2725334039598,1908711000.0,MDN::SULTANMASTURA,Municipality representative point,adult blood-pressure or diabetes risk,PhilPEN risk assessment is 9.5% against the regional monitoring target of 25%.,9.5% of adults 20+ risk-assessed,"PhilPEN screening is a counting signal, not a measured hypertension or diabetes prevalence.",14,0.0,"The current records show 14 places for a resident's first health visit: 1 Rural Health Unit and 13 Barangay Health Stations. Every barangay in this municipal row has a matched first-contact facility in the current records; local validation should still confirm operating status, staffing, and practical accessibility.",MDN::SULTANKUDARAT,Sultan Kudarat,MDN,5.3,"If the case needs care beyond first contact, the closest mapped municipality with a recorded hospital is Sultan Kudarat, about 5.3 km away by straight-line representative distance. This is not a travel-time route and must be checked against the local referral network.","The province has accredited institutions, but Konsulta/YAKAP and claims use are not disaggregated to the LGU pathway in the workbook.","FHSIS is the strongest among the four areas but still incomplete: 7 of 11 assessed units submit fully on time, and every assessed unit has data-quality issues.",No referral-completion observations are recorded in the consolidated regional workbook; the pathway cannot confirm arrival or feedback.
MDN,Maguindanao del Norte,Northern Kabuntalan,LGU,MDN · ANNEX A · §A · p. 41,30332,11,,6.0,1,5,0.0,,54.1,66.6,70.3,11.2,0.33,3.85,30332.0,30332.0,0.0,2,1,Yes,5,0.4545454545,,'Without a facility' = barangays with no registered barangay health station. Cotabato City is shown for reference and is not a component LGU of the province.,2,1,NORTHERNKABUNTALAN,MAGUINDANAODELNORTE,7.1651374865000435,124.40621202028709,1908708000.0,MDN::NORTHERNKABUNTALAN,Municipality representative point,adult blood-pressure or diabetes risk,PhilPEN risk assessment is 0.3% against the regional monitoring target of 25%.,0.3% of adults 20+ risk-assessed,"PhilPEN screening is a counting signal, not a measured hypertension or diabetes prevalence.",6,6.0,"The current records show 6 places for a resident's first health visit: 1 Rural Health Unit and 5 Barangay Health Stations. 6 barangays have no facility matched to them in the current source layer. Residents may need to use a nearby barangay, outreach services, or another local arrangement; this must be confirmed locally.",MDN::SULTANKUDARAT,Sultan Kudarat,MDN,15.4,"If the case needs care beyond first contact, the closest mapped municipality with a recorded hospital is Sultan Kudarat, about 15.4 km away by straight-line representative distance. This is not a travel-time route and must be checked against the local referral network.","The province has accredited institutions, but Konsulta/YAKAP and claims use are not disaggregated to the LGU pathway in the workbook.","FHSIS is the strongest among the four areas but still incomplete: 7 of 11 assessed units submit fully on time, and every assessed unit has data-quality issues.",No referral-completion observations are recorded in the consolidated regional workbook; the pathway cannot confirm arrival or feedback.
MDN,Maguindanao del Norte,Talitay,LGU,MDN · ANNEX A · §A · p. 41,19750,9,,5.0,1,4,0.0,,80.7,28.2,159.2,25.5,1.77,5.99,19750.0,19750.0,0.0,1,0,No,4,0.4444444444,,'Without a facility' = barangays with no registered barangay health station. Cotabato City is shown for reference and is not a component LGU of the province.,1,0,TALITAY,MAGUINDANAODELNORTE,7.039027987000054,124.3698028661969,1908712000.0,MDN::TALITAY,Municipality representative point,adult blood-pressure or diabetes risk,PhilPEN risk assessment is 1.8% against the regional monitoring target of 25%.,1.8% of adults 20+ risk-assessed,"PhilPEN screening is a counting signal, not a measured hypertension or diabetes prevalence.",5,5.0,"The current records show 5 places for a resident's first health visit: 1 Rural Health Unit and 4 Barangay Health Stations. 5 barangays have no facility matched to them in the current source layer. Residents may need to use a nearby barangay, outreach services, or another local arrangement; this must be confirmed locally.",MDN::DATUODINSINSUAT,Datu Odin Sinsuat,MDN,9.8,"If the case needs care beyond first contact, the closest mapped municipality with a recorded hospital is Datu Odin Sinsuat, about 9.8 km away by straight-line representative distance. This is not a travel-time route and must be checked against the local referral network.","The province has accredited institutions, but Konsulta/YAKAP and claims use are not disaggregated to the LGU pathway in the workbook.","FHSIS is the strongest among the four areas but still incomplete: 7 of 11 assessed units submit fully on time, and every assessed unit has data-quality issues.",No referral-completion observations are recorded in the consolidated regional workbook; the pathway cannot confirm arrival or feedback.
MDS,Maguindanao del Sur,Buluan,LGU,MDS · ANNEX A · § · page not in contents list,60931,7,,4.0,1,2,1.0,139.0,63.1,74.47,236.5,37.8,5.12,,60931.0,60931.0,0.0,3,2,Yes,3,0.4285714286,2.281268976,'Without a facility' = barangays carrying no registered facility of any type. Beds are licensed beds of all classes.,4,3,BULUAN,MAGUINDANAODELSUR,6.69804470400004,124.8021720831942,1908802000.0,MDS::BULUAN,Municipality representative point,adult blood-pressure or diabetes risk,PhilPEN risk assessment is 5.1% against the regional monitoring target of 25%.,5.1% of adults 20+ risk-assessed,"PhilPEN screening is a counting signal, not a measured hypertension or diabetes prevalence.",3,4.0,"The current records show 3 places for a resident's first health visit: 1 Rural Health Unit and 2 Barangay Health Stations. 4 barangays have no facility matched to them in the current source layer. Residents may need to use a nearby barangay, outreach services, or another local arrangement; this must be confirmed locally.",MDS::BULUAN,Buluan,MDS,0.0,"If the case needs inpatient care, the municipal row records a local hospital or inpatient receiving point. This does not confirm licensure, referral protocol, or actual admission.","A substantial accreditation base is recorded, but current PhilHealth return and service throughput cannot be computed for the post-split province.","FHSIS is partially transmitting: 7 of 22 assessed units submit fully on time, and every assessed unit has data-quality issues.",No referral-completion observations are recorded in the consolidated regional workbook; the pathway cannot confirm arrival or feedback.
MDS,Maguindanao del Sur,South Upi,LGU,MDS · ANNEX A · § · page not in contents list,50018,11,,0.0,1,10,1.0,27.0,79.95,63.0,134.57,21.5,1.79,,50018.0,50018.0,0.0,3,2,Yes,11,1.0,0.53980567,'Without a facility' = barangays carrying no registered facility of any type. Beds are licensed beds of all classes.,3,2,SOUTHUPI,MAGUINDANAODELSUR,6.8191076780000515,124.23043338922292,1908822000.0,MDS::SOUTHUPI,Municipality representative point,adult blood-pressure or diabetes risk,PhilPEN risk assessment is 1.8% against the regional monitoring target of 25%.,1.8% of adults 20+ risk-assessed,"PhilPEN screening is a counting signal, not a measured hypertension or diabetes prevalence.",11,0.0,"The current records show 11 places for a resident's first health visit: 1 Rural Health Unit and 10 Barangay Health Stations. Every barangay in this municipal row has a matched first-contact facility in the current records; local validation should still confirm operating status, staffing, and practical accessibility.",MDS::SOUTHUPI,South Upi,MDS,0.0,"If the case needs inpatient care, the municipal row records a local hospital or inpatient receiving point. This does not confirm licensure, referral protocol, or actual admission.","A substantial accreditation base is recorded, but current PhilHealth return and service throughput cannot be computed for the post-split province.","FHSIS is partially transmitting: 7 of 22 assessed units submit fully on time, and every assessed unit has data-quality issues.",No referral-completion observations are recorded in the consolidated regional workbook; the pathway cannot confirm arrival or feedback.
MDS,Maguindanao del Sur,Pagalungan,LGU,MDS · ANNEX A · § · page not in contents list,49326,12,,9.0,1,3,0.0,6.0,44.17,43.04,80.96,13.0,10.05,,49326.0,49326.0,0.0,2,1,Yes,3,0.25,0.1216397032,'Without a facility' = barangays carrying no registered facility of any type. Beds are licensed beds of all classes.,3,2,PAGALUNGAN,MAGUINDANAODELSUR,6.943612248000051,124.73115017407709,1908816000.0,MDS::PAGALUNGAN,Municipality representative point,presumptive tuberculosis,TB detection is 13.0% against the two-year monitoring target of 40%.,13.0% TB detection ratio,"TB detection is derived from notifications against expected incidence, not a complete case register.",4,9.0,"The current records show 4 places for a resident's first health visit: 1 Rural Health Unit and 3 Barangay Health Stations. 9 barangays have no facility matched to them in the current source layer. Residents may need to use a nearby barangay, outreach services, or another local arrangement; this must be confirmed locally.",MDS::BULUAN,Buluan,MDS,28.4,"If the case needs care beyond first contact, the closest mapped municipality with a recorded hospital is Buluan, about 28.4 km away by straight-line representative distance. This is not a travel-time route and must be checked against the local referral network.","A substantial accreditation base is recorded, but current PhilHealth return and service throughput cannot be computed for the post-split province.","FHSIS is partially transmitting: 7 of 22 assessed units submit fully on time, and every assessed unit has data-quality issues.",No referral-completion observations are recorded in the consolidated regional workbook; the pathway cannot confirm arrival or feedback.
MDS,Maguindanao del Sur,Pagagawan,LGU,MDS · ANNEX A · § · page not in contents list,42181,11,,5.0,1,5,0.0,2.0,48.57,30.17,118.88,19.0,0.88,,42181.0,42181.0,0.0,2,1,Yes,6,0.5454545455,0.04741471279,'Without a facility' = barangays carrying no registered facility of any type. Beds are licensed beds of all classes.,3,2,PAGAGAWAN,MAGUINDANAODELSUR,7.066971192500034,124.77898229858071,1908815000.0,MDS::PAGAGAWAN,Municipality representative point,adult blood-pressure or diabetes risk,PhilPEN risk assessment is 0.9% against the regional monitoring target of 25%.,0.9% of adults 20+ risk-assessed,"PhilPEN screening is a counting signal, not a measured hypertension or diabetes prevalence.",6,5.0,"The current records show 6 places for a resident's first health visit: 1 Rural Health Unit and 5 Barangay Health Stations. 5 barangays have no facility matched to them in the current source layer. Residents may need to use a nearby barangay, outreach services, or another local arrangement; this must be confirmed locally.",MDS::DATUPAGLAS,Datu Paglas,MDS,39.4,"If the case needs care beyond first contact, the closest mapped municipality with a recorded hospital is Datu Paglas, about 39.4 km away by straight-line representative distance. This is not a travel-time route and must be checked against the local referral network.","A substantial accreditation base is recorded, but current PhilHealth return and service throughput cannot be computed for the post-split province.","FHSIS is partially transmitting: 7 of 22 assessed units submit fully on time, and every assessed unit has data-quality issues.",No referral-completion observations are recorded in the consolidated regional workbook; the pathway cannot confirm arrival or feedback.
MDS,Maguindanao del Sur,Talayan,LGU,MDS · ANNEX A · § · page not in contents list,39182,15,,5.0,1,9,0.0,4.0,62.2,91.58,171.58,27.5,2.81,,39182.0,39182.0,0.0,2,1,Yes,10,0.6666666667,0.1020876933,'Without a facility' = barangays carrying no registered facility of any type. Beds are licensed beds of all classes.,2,1,TALAYAN,MAGUINDANAODELSUR,6.938439450000033,124.26355986104193,1908824000.0,MDS::TALAYAN,Municipality representative point,adult blood-pressure or diabetes risk,PhilPEN risk assessment is 2.8% against the regional monitoring target of 25%.,2.8% of adults 20+ risk-assessed,"PhilPEN screening is a counting signal, not a measured hypertension or diabetes prevalence.",10,5.0,"The current records show 10 places for a resident's first health visit: 1 Rural Health Unit and 9 Barangay Health Stations. 5 barangays have no facility matched to them in the current source layer. Residents may need to use a nearby barangay, outreach services, or another local arrangement; this must be confirmed locally.",MDS::GUINDULUNGAN,Guindulungan,MDS,11.2,"If the case needs care beyond first contact, the closest mapped municipality with a recorded hospital is Guindulungan, about 11.2 km away by straight-line representative distance. This is not a travel-time route and must be checked against the local referral network.","A substantial accreditation base is recorded, but current PhilHealth return and service throughput cannot be computed for the post-split province.","FHSIS is partially transmitting: 7 of 22 assessed units submit fully on time, and every assessed unit has data-quality issues.",No referral-completion observations are recorded in the consolidated regional workbook; the pathway cannot confirm arrival or feedback.
MDS,Maguindanao del Sur,Datu Paglas,LGU,MDS · ANNEX A · § · page not in contents list,38446,23,,13.0,1,9,1.0,33.0,89.07,94.7,169.62,27.1,10.08,,38446.0,38446.0,0.0,2,1,Yes,10,0.4347826087,0.8583467721,'Without a facility' = barangays carrying no registered facility of any type. Beds are licensed beds of all classes.,2,1,DATUPAGLAS,MAGUINDANAODELSUR,6.737987823500049,124.91129727395018,1908806000.0,MDS::DATUPAGLAS,Municipality representative point,adult blood-pressure or diabetes risk,PhilPEN risk assessment is 10.1% against the regional monitoring target of 25%.,10.1% of adults 20+ risk-assessed,"PhilPEN screening is a counting signal, not a measured hypertension or diabetes prevalence.",10,13.0,"The current records show 10 places for a resident's first health visit: 1 Rural Health Unit and 9 Barangay Health Stations. 13 barangays have no facility matched to them in the current source layer. Residents may need to use a nearby barangay, outreach services, or another local arrangement; this must be confirmed locally.",MDS::DATUPAGLAS,Datu Paglas,MDS,0.0,"If the case needs inpatient care, the municipal row records a local hospital or inpatient receiving point. This does not confirm licensure, referral protocol, or actual admission.","A substantial accreditation base is recorded, but current PhilHealth return and service throughput cannot be computed for the post-split province.","FHSIS is partially transmitting: 7 of 22 assessed units submit fully on time, and every assessed unit has data-quality issues.",No referral-completion observations are recorded in the consolidated regional workbook; the pathway cannot confirm arrival or feedback.
MDS,Maguindanao del Sur,Shariff Aguak,LGU,MDS · ANNEX A · § · page not in contents list,37437,13,,6.0,1,6,1.0,74.0,62.36,83.06,218.57,35.0,2.39,,37437.0,37437.0,0.0,2,1,Yes,7,0.5384615385,1.976654112,'Without a facility' = barangays carrying no registered facility of any type. Beds are licensed beds of all classes.,2,1,SHARIFFAGUAK,MAGUINDANAODELSUR,6.8610172,124.4444871,,MDS::SHARIFFAGUAK,Public geocoder representative point,adult blood-pressure or diabetes risk,PhilPEN risk assessment is 2.4% against the regional monitoring target of 25%.,2.4% of adults 20+ risk-assessed,"PhilPEN screening is a counting signal, not a measured hypertension or diabetes prevalence.",7,6.0,"The current records show 7 places for a resident's first health visit: 1 Rural Health Unit and 6 Barangay Health Stations. 6 barangays have no facility matched to them in the current source layer. Residents may need to use a nearby barangay, outreach services, or another local arrangement; this must be confirmed locally.",MDS::SHARIFFAGUAK,Shariff Aguak,MDS,0.0,"If the case needs inpatient care, the municipal row records a local hospital or inpatient receiving point. This does not confirm licensure, referral protocol, or actual admission.","A substantial accreditation base is recorded, but current PhilHealth return and service throughput cannot be computed for the post-split province.","FHSIS is partially transmitting: 7 of 22 assessed units submit fully on time, and every assessed unit has data-quality issues.",No referral-completion observations are recorded in the consolidated regional workbook; the pathway cannot confirm arrival or feedback.
MDS,Maguindanao del Sur,Datu Abdullah Sangki,LGU,MDS · ANNEX A · § · page not in contents list,35274,10,,5.0,1,3,0.0,7.0,52.03,72.41,176.88,28.3,0.47,,35274.0,35274.0,0.0,2,1,Yes,5,0.5,0.1984464478,'Without a facility' = barangays carrying no registered facility of any type. Beds are licensed beds of all classes.,2,1,DATUABDULLAHSANGKI,MAGUINDANAODELSUR,6.817619725000043,124.54147630021656,1908803000.0,MDS::DATUABDULLAHSANGKI,Municipality representative point,adult blood-pressure or diabetes risk,PhilPEN risk assessment is 0.5% against the regional monitoring target of 25%.,0.5% of adults 20+ risk-assessed,"PhilPEN screening is a counting signal, not a measured hypertension or diabetes prevalence.",4,5.0,"The current records show 4 places for a resident's first health visit: 1 Rural Health Unit and 3 Barangay Health Stations. 5 barangays have no facility matched to them in the current source layer. Residents may need to use a nearby barangay, outreach services, or another local arrangement; this must be confirmed locally.",MDS::SHARIFFAGUAK,Shariff Aguak,MDS,11.7,"If the case needs care beyond first contact, the closest mapped municipality with a recorded hospital is Shariff Aguak, about 11.7 km away by straight-line representative distance. This is not a travel-time route and must be checked against the local referral network.","A substantial accreditation base is recorded, but current PhilHealth return and service throughput cannot be computed for the post-split province.","FHSIS is partially transmitting: 7 of 22 assessed units submit fully on time, and every assessed unit has data-quality issues.",No referral-completion observations are recorded in the consolidated regional workbook; the pathway cannot confirm arrival or feedback.
MDS,Maguindanao del Sur,Datu Anggal Midtimbang,LGU,MDS · ANNEX A · § · page not in contents list,35243,7,,1.0,1,5,0.0,39.0,63.68,63.38,111.43,17.8,0.61,,35243.0,35243.0,0.0,2,1,Yes,6,0.8571428571,1.10660273,'Without a facility' = barangays carrying no registered facility of any type. Beds are licensed beds of all classes.,2,1,DATUANGGALMIDTIMBANG,MAGUINDANAODELSUR,7.017577607500044,124.38806635324802,1908804000.0,MDS::DATUANGGALMIDTIMBANG,Municipality representative point,adult blood-pressure or diabetes risk,PhilPEN risk assessment is 0.6% against the regional monitoring target of 25%.,0.6% of adults 20+ risk-assessed,"PhilPEN screening is a counting signal, not a measured hypertension or diabetes prevalence.",6,1.0,"The current records show 6 places for a resident's first health visit: 1 Rural Health Unit and 5 Barangay Health Stations. One barangay has no facility matched to it in the current source layer. Residents may need to use a nearby barangay, outreach services, or another local arrangement; this must be confirmed locally.",MDS::GUINDULUNGAN,Guindulungan,MDS,10.2,"If the case needs care beyond first contact, the closest mapped municipality with a recorded hospital is Guindulungan, about 10.2 km away by straight-line representative distance. This is not a travel-time route and must be checked against the local referral network.","A substantial accreditation base is recorded, but current PhilHealth return and service throughput cannot be computed for the post-split province.","FHSIS is partially transmitting: 7 of 22 assessed units submit fully on time, and every assessed unit has data-quality issues.",No referral-completion observations are recorded in the consolidated regional workbook; the pathway cannot confirm arrival or feedback.
MDS,Maguindanao del Sur,Gen. S.K. Pendatun,LGU,MDS · ANNEX A · § · page not in contents list,33710,19,,0.0,1,18,0.0,21.0,62.71,82.52,210.42,33.7,4.27,,33710.0,33710.0,0.0,2,1,Yes,19,1.0,0.6229605458,'Without a facility' = barangays carrying no registered facility of any type. Beds are licensed beds of all classes.,2,1,GENSKPENDATUN,MAGUINDANAODELSUR,6.829211260000051,124.7422807258155,1908811000.0,MDS::GENSKPENDATUN,Municipality representative point,adult blood-pressure or diabetes risk,PhilPEN risk assessment is 4.3% against the regional monitoring target of 25%.,4.3% of adults 20+ risk-assessed,"PhilPEN screening is a counting signal, not a measured hypertension or diabetes prevalence.",19,0.0,"The current records show 19 places for a resident's first health visit: 1 Rural Health Unit and 18 Barangay Health Stations. Every barangay in this municipal row has a matched first-contact facility in the current records; local validation should still confirm operating status, staffing, and practical accessibility.",MDS::BULUAN,Buluan,MDS,16.0,"If the case needs care beyond first contact, the closest mapped municipality with a recorded hospital is Buluan, about 16.0 km away by straight-line representative distance. This is not a travel-time route and must be checked against the local referral network.","A substantial accreditation base is recorded, but current PhilHealth return and service throughput cannot be computed for the post-split province.","FHSIS is partially transmitting: 7 of 22 assessed units submit fully on time, and every assessed unit has data-quality issues.",No referral-completion observations are recorded in the consolidated regional workbook; the pathway cannot confirm arrival or feedback.
MDS,Maguindanao del Sur,Datu Saudi-Ampatuan,LGU,MDS · ANNEX A · § · page not in contents list,33374,8,,0.0,1,6,0.0,27.0,37.41,74.93,191.8,30.7,11.16,,33374.0,33374.0,0.0,2,1,Yes,8,1.0,0.8090130041,'Without a facility' = barangays carrying no registered facility of any type. Beds are licensed beds of all classes.,2,1,DATUSAUDIAMPATUAN,MAGUINDANAODELSUR,6.954556030000049,124.44304237386712,1908809000.0,MDS::DATUSAUDIAMPATUAN,Municipality representative point,child fever or vaccine-preventable illness,Fully immunized child coverage is 37.4%; low coverage increases the planning relevance of fever and measles pathways.,37.4% fully immunized child coverage,FIC is an administrative coverage signal and can exceed 100% where denominators or returns are inconsistent.,7,0.0,"The current records show 7 places for a resident's first health visit: 1 Rural Health Unit and 6 Barangay Health Stations. Every barangay in this municipal row has a matched first-contact facility in the current records; local validation should still confirm operating status, staffing, and practical accessibility.",MDS::GUINDULUNGAN,Guindulungan,MDS,9.1,"If the case needs care beyond first contact, the closest mapped municipality with a recorded hospital is Guindulungan, about 9.1 km away by straight-line representative distance. This is not a travel-time route and must be checked against the local referral network.","A substantial accreditation base is recorded, but current PhilHealth return and service throughput cannot be computed for the post-split province.","FHSIS is partially transmitting: 7 of 22 assessed units submit fully on time, and every assessed unit has data-quality issues.",No referral-completion observations are recorded in the consolidated regional workbook; the pathway cannot confirm arrival or feedback.
MDS,Maguindanao del Sur,Mamasapano,LGU,MDS · ANNEX A · § · page not in contents list,32831,14,,7.0,1,6,0.0,2.0,45.16,33.38,102.19,16.4,4.0,,32831.0,32831.0,0.0,2,1,Yes,7,0.5,0.06091803478,'Without a facility' = barangays carrying no registered facility of any type. Beds are licensed beds of all classes.,2,1,MAMASAPANO,MAGUINDANAODELSUR,6.92477931150006,124.5230141126692,1908813000.0,MDS::MAMASAPANO,Municipality representative point,adult blood-pressure or diabetes risk,PhilPEN risk assessment is 4.0% against the regional monitoring target of 25%.,4.0% of adults 20+ risk-assessed,"PhilPEN screening is a counting signal, not a measured hypertension or diabetes prevalence.",7,7.0,"The current records show 7 places for a resident's first health visit: 1 Rural Health Unit and 6 Barangay Health Stations. 7 barangays have no facility matched to them in the current source layer. Residents may need to use a nearby barangay, outreach services, or another local arrangement; this must be confirmed locally.",MDS::SHARIFFAGUAK,Shariff Aguak,MDS,11.2,"If the case needs care beyond first contact, the closest mapped municipality with a recorded hospital is Shariff Aguak, about 11.2 km away by straight-line representative distance. This is not a travel-time route and must be checked against the local referral network.","A substantial accreditation base is recorded, but current PhilHealth return and service throughput cannot be computed for the post-split province.","FHSIS is partially transmitting: 7 of 22 assessed units submit fully on time, and every assessed unit has data-quality issues.",No referral-completion observations are recorded in the consolidated regional workbook; the pathway cannot confirm arrival or feedback.
MDS,Maguindanao del Sur,Ampatuan,LGU,MDS · ANNEX A · § · page not in contents list,31560,11,,6.0,1,3,0.0,6.0,63.09,73.79,235.02,37.6,4.62,,31560.0,31560.0,0.0,2,1,Yes,5,0.4545454545,0.1901140684,'Without a facility' = barangays carrying no registered facility of any type. Beds are licensed beds of all classes.,2,1,AMPATUAN,MAGUINDANAODELSUR,6.79463610600007,124.42226728601432,1908801000.0,MDS::AMPATUAN,Municipality representative point,adult blood-pressure or diabetes risk,PhilPEN risk assessment is 4.6% against the regional monitoring target of 25%.,4.6% of adults 20+ risk-assessed,"PhilPEN screening is a counting signal, not a measured hypertension or diabetes prevalence.",4,6.0,"The current records show 4 places for a resident's first health visit: 1 Rural Health Unit and 3 Barangay Health Stations. 6 barangays have no facility matched to them in the current source layer. Residents may need to use a nearby barangay, outreach services, or another local arrangement; this must be confirmed locally.",MDS::DATUHOFFERAMPATUAN,Datu Hoffer Ampatuan,MDS,7.1,"If the case needs care beyond first contact, the closest mapped municipality with a recorded hospital is Datu Hoffer Ampatuan, about 7.1 km away by straight-line representative distance. This is not a travel-time route and must be checked against the local referral network.","A substantial accreditation base is recorded, but current PhilHealth return and service throughput cannot be computed for the post-split province.","FHSIS is partially transmitting: 7 of 22 assessed units submit fully on time, and every assessed unit has data-quality issues.",No referral-completion observations are recorded in the consolidated regional workbook; the pathway cannot confirm arrival or feedback.
